LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,COURSE_GOOD,PERSON_GOOD,ID
56463,FIRE-1001-ONLINE (REV 4.4),4.4,2021-03-23,200,FALSE,Fire Prevention (4.4),0.0,1.0,0
60914,OSH-9045-ONLINE (REV 1),1.0,2021-09-10,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,1
90996,ENG-1069-ONLINE (REV 0.1),0.1,2021-12-13,200,FALSE,Fume Hood Safety (0.1),0.0,1.0,2
51112,FPPD-1004,,2021-02-04,200,FALSE,Fuel Types and the AECL Inventory,0.0,1.0,3
90389,OSH-1004-ONLINE,,2021-01-14,200,FALSE,Lock Out Tag Out Exam,0.0,1.0,4
54475,NMMS-1011-ONLINE (REV 3.4),3.4,2021-01-20,400,FALSE,Nuclear Criticality Safety Program Awareness (3.4),0.0,1.0,5
53078,OSH-1002,,2022-01-14,400,FALSE,Lift Truck Operation – Theory,0.0,1.0,6
CONT-630,RP-G3,1.0,2021-12-08,200,FALSE,Group 3 - Radiation Protection Training,1.0,0.0,7
61939,NMMS-1010-ONLINE,,2021-08-30,400,FALSE,Nuclear Criticality Safety for Emerg Responders R1,0.0,1.0,8
95049,LGL-1003-ONLINE,,2022-03-21,200,FALSE,Values and Ethics at CNL,0.0,1.0,9
20868,PMO-9020,,2022-02-09,200,FALSE,Cost Course - $495/person VIRTUAL Project Stakeholder Management,0.0,1.0,10
57133,PB-1001-ONLINE (REV 1.1),1.1,2021-07-20,200,FALSE,Pressure Boundary Awareness (1.1),0.0,1.0,11
52815,OSH-9045-ONLINE (REV 1),1.0,2021-07-22,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,12
92495,WMA-SS-WMA-00583-FA-001 (REV 10),10.0,2021-11-18,200,FALSE,WMA Self Study of WMA-00583-FA-001 (10),0.0,1.0,13
CONT-2946,TD-1018-ONLINE,1.9,2021-09-13,200,FALSE,CNL General Safety Orientation,1.0,0.0,14
57785,LGL-1003-ONLINE,,2022-01-04,200,FALSE,Values and Ethics at CNL,0.0,1.0,15
92026,SECU-2008-ONLINE (REV 1.0),1.0,2021-02-15,200,FALSE,Security Awareness Refresher (1.0),0.0,1.0,16
92472,OSH-1042-ONLINE (REV 12.4),12.4,2021-11-01,200,FALSE,WHMIS - 2015 (12.4),0.0,1.0,17
95031,NMMS-1011-ONLINE,3.6,2022-04-18,200,FALSE,Nuclear Criticality Safety Program Awareness,1.0,0.0,18
1043,OSH-5001,,2021-09-28,200,FALSE,Hazardous Energy Control MCP (Rev 1) – Briefing Package on Updates,0.0,1.0,19
58482,LGL-1003-ONLINE,,2022-02-17,200,FALSE,Values and Ethics at CNL,0.0,1.0,20
92586,CNL-1009-ONLINE,1.3,2022-02-17,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and Face Covering Policy,1.0,0.0,21
91933,HR-1005,1.0,2021-12-15,400,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,1.0,0.0,22
92359,SECU-1008-ONLINE (REV 3.9),3.9,2021-08-24,200,FALSE,Security Awareness (3.9),0.0,1.0,23
56391,LGL-1003-ONLINE (REV 2.5),2.5,2021-10-14,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,24
92478,OSH-1005-ONLINE (REV 1.6),1.6,2021-11-25,200,FALSE,Working At Heights Theory (1.6),0.0,1.0,25
54045,OSH-9045-ONLINE (REV 1),1.0,2021-07-23,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,26
CN85043,RP-G3-FCO,1.0,2021-03-10,200,FALSE,Group 3 Practical Field Checkout,1.0,0.0,27
60666,NMMS-1010-ONLINE (REV 5.1),5.1,2021-09-23,200,FALSE,Nuclear Criticality Safety for Emerg Responders R1 (5.1),0.0,1.0,28
91921,ENG-1069-ONLINE,,2021-11-10,200,FALSE,Fume Hood Safety,0.0,1.0,29
