LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,COURSE_GOOD,PERSON_GOOD,ID
57857,OSH-9045-ONLINE (REV 1),1.0,2021-07-16,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,0
60949,LGL-1003-ONLINE,,2021-11-15,200,FALSE,Values and Ethics at CNL,0.0,1.0,1
10801,WL-FIRE-003,,2021-08-05,200,FALSE,ESO FIRE - PPE&C,0.0,1.0,2
90328,900-510000-MCP-015 (REV 1),1.0,2021-03-30,200,FALSE,Harassment and Violance Free Workplace (1.0),0.0,1.0,3
57347,LGL-1003-ONLINE,,2021-04-20,200,FALSE,Values and Ethics at CNL,0.0,1.0,4
92247,SECU-1008-ONLINE (REV 3.9),3.9,2021-06-25,200,FALSE,Security Awareness (3.9),0.0,1.0,5
92252,FD-4001,,2022-01-26,200,FALSE,FD/ER Facility Supervisor and Job Supervisor Training Qualification Card,0.0,1.0,6
50116,RP-G4-ONLINE (REV 2.6),2.6,2021-10-05,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,7
92378,TD-1016-ONLINE (REV 1.4),1.4,2021-09-07,200,FALSE,Preventing Violence in the Workplace (1.4),0.0,0.0,8
91315,OSH-9045-ONLINE (REV 1),1.0,2021-07-27,400,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,9
53208,FIRE-1001-ONLINE (REV 4.5),4.5,2021-07-26,200,FALSE,Fire Prevention (4.5),0.0,1.0,10
CONT-2916,WL-120,1.0,2021-04-12,200,FALSE,Whiteshell Site Orientation,1.0,0.0,11
92023,EMP-1001,1.0,2021-06-08,200,FALSE,EOC - Incident Management System Overview,1.0,0.0,12
55871,SECU-2008-ONLINE (REV 1.3),1.3,2021-06-10,200,FALSE,Security Awareness Refresher (1.3),0.0,1.0,13
58486,ERM-1001-ONLINE (REV 1.3),1.3,2021-04-28,200,FALSE,Cleanup Function Overview (1.3),0.0,1.0,14
92026,TD-1018-ONLINE (REV 1.4),1.4,2021-02-15,200,FALSE,CNL General Safety Orientation (1.4),0.0,1.0,15
90983,TEST PF PASSING GRADE 0 (REV 1.0),1.0,2021-12-07,200,FALSE,TEST PF PASSING GRADE 0 (1.0),0.0,1.0,16
92658,TD-1018-ONLINE,1.9,2022-03-07,200,FALSE,CNL General Safety Orientation,1.0,0.0,17
92126,OSH-1006-VIRTUAL,,2021-04-26,200,FALSE,VIRTUAL Cost Course - $222/Person - Confined Space Entry,0.0,1.0,18
CONT-3083,RP-G4-ONLINE,,2022-01-31,200,FALSE,Group 4 Radiation Protection Training,0.0,0.0,19
95074,CNL-1009-ONLINE (REV 1. 3),1.3,2022-04-11,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and the Face Covering Policy (1.3),0.0,1.0,20
90456,CNL-1009-ONLINE (REV 1. 3),1.3,2021-10-28,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and the Face Covering Policy (1.3),0.0,1.0,21
90035,OSH-1001-ONLINE (REV 1.4),1.4,2022-04-13,200,FALSE,Crane - Safe Indoor Hoist - Theory (1.4),0.0,1.0,22
56677,EMP-2021-ONLINE-CRL (REV 1.3),1.3,2021-04-06,200,FALSE,Officer in Charge/Emergency Steward CRL Refresher (1.3),0.0,1.0,23
91556,OSH-9031-ONLINE (REV 1),1.0,2021-01-12,200,FALSE,Cost Course - Asbestos Awareness (1.0),0.0,1.0,24
61617,FIRE-1001-ONLINE (REV 4.5),4.5,2021-07-09,200,FALSE,Fire Prevention (4.5),0.0,1.0,25
59156,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-14,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,26
61629,EMP-2021-ONLINE-CRL,,2021-08-19,200,FALSE,Officer-In-Charge and Emergency Steward Refresher,0.0,1.0,27
61724,LGL-1003-ONLINE (REV 3.2),3.2,2022-01-27,200,FALSE,Values and Ethics at CNL (3.2),0.0,1.0,28
CONT-3014,RP-G3,1.0,2021-11-10,200,FALSE,Private Offering of Group 3 - Radiation Protection Training,1.0,0.0,29
54285,OSH-9045-ONLINE (REV 1),1.0,2021-07-20,400,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,30
92489,OSH-1102-ONLINE (REV 1.1),1.1,2022-03-14,200,FALSE,Crystalline Silica Awareness Training: Part Two (1.1),0.0,1.0,31
59256,LGL-1003-ONLINE,,2021-04-12,200,FALSE,Values and Ethics at CNL,0.0,1.0,32
