LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,COURSE_GOOD,PERSON_GOOD,ID
91925,SECU-2008-ONLINE (REV 1.0),1.0,2021-01-07,200,FALSE,Security Awareness Refresher (1.0),0.0,0.0,0
91885,ENG-1069-ONLINE (REV 0.1),0.1,2021-10-06,200,FALSE,Fume Hood Safety (0.1),0.0,1.0,1
CONT-678,RP-G4-ONLINE,,2021-02-10,200,FALSE,Group 4 Radiation Protection Training,0.0,0.0,2
CONT-3080,CNL-1010,1.0,2022-01-31,200,FALSE,CNL COVID-19 Pandemic Response,1.0,0.0,3
57626,RP-5009-CRL,,2022-03-29,200,FALSE,Radiation Protection Limits and Levels,0.0,1.0,4
92066,TD-1018-ONLINE (REV 1.4),1.4,2021-03-08,200,FALSE,CNL General Safety Orientation (1.4),0.0,1.0,5
92177,TD-1016-ONLINE (REV 1.4),1.4,2021-05-05,200,FALSE,Preventing Violence in the Workplace (1.4),0.0,0.0,6
92632,SECU-1008-ONLINE,4.0,2022-01-31,200,FALSE,*NEW HIRE* Security Awareness,1.0,0.0,7
61011,OSH-3002-H,,2021-03-17,200,FALSE,Lift Truck Practical - Electric Pallet Jack,0.0,0.0,8
20119,LGL-1003-ONLINE (REV 2.5),2.5,2021-07-19,400,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,9
90656,LGL-1005,1.0,2021-03-11,200,FALSE,Ethical Conduct at CNL,1.0,0.0,10
56797,LGL-1003-ONLINE,,2021-07-12,200,FALSE,Values and Ethics at CNL,0.0,1.0,11
92514,OPEX-1005-ONLINE,1.4,2021-11-29,200,FALSE,Introducing the ImpAct Process at CNL,1.0,0.0,12
90336,WL-202,,2021-05-04,200,FALSE,Respirator Fit Test,0.0,1.0,13
56676,NMMS-2001-ONLINE,,2022-03-07,200,FALSE,Fissionable Materials Accounting Refresher,0.0,1.0,14
60524,RP-G4-ONLINE,,2021-07-14,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,15
90779,900-510000-MCP-015 (REV 1),1.0,2021-03-25,200,FALSE,Harassment and Violance Free Workplace (1.0),0.0,1.0,16
92161,LGL-1003-ONLINE (REV 2.5),2.5,2021-05-01,200,FALSE,Values and Ethics at CNL (2.5),0.0,0.0,17
57057,FIN-1004-ONLINE (REV 1),1.0,2022-03-28,200,FALSE,Financial Delegation Of Authority (1.0),0.0,1.0,18
21094,RP-G4-ONLINE,,2022-04-01,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,19
92429,LGL-1003-ONLINE (REV 2.5),2.5,2021-10-04,200,FALSE,Values and Ethics at CNL (2.5),0.0,0.0,20
56929,OSH-9070-ONLINE (REV 1),1.0,2022-01-26,400,FALSE,Cost Course - Arc Flash Safety for Canada (1.0),0.0,1.0,21
56744,SECU-2008-ONLINE (REV 1.6),1.6,2021-12-10,200,FALSE,Security Awareness Refresher (1.6),0.0,1.0,22
92633,OSH-1034-ONLINE (REV 1.5),1.5,2022-02-09,200,FALSE,Hazard Prevention Program (1.5),0.0,1.0,23
10681,RP-G4-ONLINE,,2021-02-09,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,24
92106,SECU-2008-ONLINE (REV 1.2),1.2,2021-05-03,200,FALSE,Security Awareness Refresher (1.2),0.0,0.0,25
91948,IT-1021-ONLINE (REV 1.0),1.0,2022-02-22,400,FALSE,EDMS: How to Upload and Extract Map Data (1.0),0.0,1.0,26
91962,OSH-1004-ONLINE,,2021-02-01,200,FALSE,Lock Out Tag Out Exam,0.0,1.0,27
59109,LGL-1003-ONLINE,,2021-03-24,200,FALSE,Values and Ethics at CNL,0.0,0.0,28
91955,ENG-1002,1.0,2021-01-13,200,FALSE,Reduced Risk Engineering Change (RREC),1.0,0.0,29
53154,SECU-2008-ONLINE (REV 1.0),1.0,2021-04-09,200,FALSE,Security Awareness Refresher (1.0),0.0,1.0,30
CONT-2854,WL-120,1.0,2021-05-03,200,FALSE,Whiteshell Site Orientation,1.0,0.0,31
92400,HU-1036-ONLINE (REV 2.5),2.5,2022-02-08,200,FALSE,Pre-Job Brief (2.5),0.0,1.0,32
912,LGL-1003-ONLINE (REV 2.2),2.2,2021-01-05,400,FALSE,Values and Ethics at CNL (2.2),0.0,1.0,33
61624,RP-4006-CRL,,2021-12-16,200,FALSE,CRL Group 1 Radiation Surveyor Qualification TQC,0.0,1.0,34
CONT-3217,WL-120,1.0,2022-04-04,200,FALSE,Whiteshell Site Orientation,1.0,0.0,35
52875,OPS-9028-ONLINE (REV 1),1.0,2021-09-01,200,FALSE,Cost Course - Electrical Drawings and Schematics (1.0),0.0,1.0,36
60329,OSH-1033-ONLINE (REV 1.3),1.3,2021-02-09,200,FALSE,Ladder Safety (1.3),0.0,1.0,37
10241,OSH-9096-ONLINE (REV 1),1.0,2021-01-12,400,FALSE,Cost Course - Cold Stress (1.0),0.0,1.0,38
52896,LGL-1003-ONLINE,,2021-07-30,200,FALSE,Values and Ethics at CNL,0.0,1.0,39
92404,FMC-104600-M-01,,2021-10-05,200,FALSE,FMC  Ventilation System,0.0,1.0,40
90815,ENG-1069-ONLINE (REV 0.1),0.1,2021-10-27,200,FALSE,Fume Hood Safety (0.1),0.0,1.0,41
61035,NMMS-2002-ONLINE (REV 3.6),3.6,2021-09-03,200,FALSE,Nuclear Criticality Safety Refresher (3.6),0.0,1.0,42
92099,NMMS-1010-ONLINE,,2021-08-04,400,FALSE,Nuclear Criticality Safety for Emerg Responders R1,0.0,1.0,43
61478,LGL-1003-ONLINE,,2021-03-23,200,FALSE,Values and Ethics at CNL,0.0,1.0,44
90895,OSH-9045-ONLINE (REV 1),1.0,2021-07-20,400,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,45
61108,RP-G4-ONLINE (REV 2.5),2.5,2021-03-08,200,FALSE,Group 4 Radiation Protection (2.5),0.0,1.0,46
53493,LGL-1003-ONLINE (REV 3.3),3.3,2022-02-22,200,FALSE,Values and Ethics at CNL (3.3),0.0,1.0,47
59956,LGL-1003-ONLINE (REV 3.3),3.3,2022-02-28,200,FALSE,Values and Ethics at CNL (3.3),0.0,1.0,48
92371,OSH-9045-ONLINE (REV 1),1.0,2021-09-20,400,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,49
92447,RP-G4-ONLINE,,2021-10-18,200,FALSE,Group 4 Radiation Protection Training,0.0,0.0,50
54711,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-13,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,51
91225,FIRE-1001-ONLINE (REV 4.5),4.5,2022-02-22,200,FALSE,Fire Prevention (4.5),0.0,1.0,52
51677,RP-G2-04,,2021-01-26,400,FALSE,Group 2 Radiation Protection,0.0,1.0,53
2570,SECU-1006-ONLINE,,2021-04-08,200,FALSE,Level 2 Security Clearance Awareness,0.0,0.0,54
92217,TD-1016-ONLINE (REV 1.4),1.4,2022-03-07,200,FALSE,Preventing Violence in the Workplace (1.4),0.0,1.0,55
CONT-2601,WL-305,1.0,2021-10-18,200,FALSE,Stop Work,1.0,0.0,56
90801,OSH-9045-ONLINE (REV 1),1.0,2021-07-21,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,57
56392,LGL-1003-ONLINE (REV 2.5),2.5,2021-09-27,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,58
53024,LGL-1003-ONLINE,,2021-04-12,200,FALSE,Values and Ethics at CNL,0.0,1.0,59
21103,OSH-9071-ONLINE (REV 1),1.0,2021-01-27,200,FALSE,Cost Course - Electrical Safety Introduction for Canada (1.0),0.0,1.0,60
90807,HR-1002-ONLINE (REV 1),1.0,2021-03-01,200,FALSE,Performance Management / The Check-In Program (1.0),0.0,1.0,61
92560,FIRE-1001-ONLINE (REV 4.5),4.5,2022-02-15,200,FALSE,Fire Prevention (4.5),0.0,1.0,62
92083,TD-9030-ONLINE (REV 1.3),1.3,2021-04-08,200,FALSE,Harassment Prevention (1.3),0.0,1.0,63
92348,RP-G4-ONLINE (REV 2.6),2.6,2021-09-23,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,64
60340,OSH-9045-CLASSROOM,,2021-07-22,200,FALSE,Hand Safety - Group Delivery,0.0,1.0,65
92652,NMMS-1011-ONLINE (REV 3.6),3.6,2022-02-15,200,FALSE,Nuclear Criticality Safety Program Awareness (3.6),0.0,1.0,66
58282,OSH-9050-ONLINE (REV 1),1.0,2021-06-28,400,FALSE,Cost Course - Lead Awareness (1.0),0.0,1.0,67
91616,OSH-9070-ONLINE (REV 1),1.0,2021-03-15,200,FALSE,Cost Course - Arc Flash Safety for Canada (1.0),0.0,1.0,68
91157,900-510000-MCP-015 (REV 1),1.0,2021-03-31,200,FALSE,Harassment and Violance Free Workplace (1.0),0.0,1.0,69
57466,SECU-1007-ONLINE,,2021-07-23,200,FALSE,Level 3 Security Clearance Awareness,0.0,1.0,70
60358,LGL-1003-ONLINE,,2021-03-02,200,FALSE,Values and Ethics at CNL,0.0,1.0,71
53125,LGL-1003-ONLINE (REV 3.3),3.3,2022-03-08,200,FALSE,Values and Ethics at CNL (3.3),0.0,1.0,72
60420,OSH-9045-ONLINE (REV 1),1.0,2021-09-20,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,73
90405,HR-9003,,2021-05-27,200,FALSE,Performance Management: Goal Setting,0.0,1.0,74
54887,LGL-1003-ONLINE,,2021-02-22,200,FALSE,Values and Ethics at CNL,0.0,1.0,75
57503,OSH-9045-ONLINE (REV 1),1.0,2022-01-26,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,76
60411,OSH-9070-ONLINE (REV 1),1.0,2021-04-12,400,FALSE,Cost Course - Arc Flash Safety for Canada (1.0),0.0,1.0,77
CONT-3090,WL-120,1.0,2022-01-10,200,FALSE,Whiteshell Site Orientation,1.0,0.0,78
10735,IT-1033,1.0,2022-01-08,400,FALSE,Filing Formal Correspondence,1.0,0.0,79
92283,RP-G4-ONLINE,,2021-07-05,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,80
61509,OSH-9105-ONLINE (REV. 1),1.0,2021-06-10,400,FALSE,Cost Course - Ergonomics for Industrial Environments for Canada (1.0),0.0,1.0,81
57785,IT-1024-ONLINE,,2021-06-23,200,FALSE,SharePoint Online - General User Training,0.0,1.0,82
92588,HR-1005,1.0,2022-01-20,200,FALSE,Mandatory Harassment and Violence Prevention Training,1.0,0.0,83
57348,FIRE-1187-CRL,,2021-06-07,200,FALSE,Rope Rescue: High Lines,0.0,1.0,84
CONT-3215 ,PROC-1021-ONLINE (REV 1),1.0,2022-04-05,200,FALSE,Canadian Nuclear Laboratories  Supplier Code of Conduct (1.0),0.0,0.0,85
CONT-2929 ,RP-G4-ONLINE (REV 2.6),2.6,2021-08-27,200,FALSE,Group 4 Radiation Protection (2.6),0.0,0.0,86
