LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,COURSE_GOOD,PERSON_GOOD,ID
10256,LGL-1003-ONLINE,,2021-11-05,200,FALSE,Values and Ethics at CNL,0.0,1.0,0
59155,NMMS-2001-ONLINE (REV 4.3),4.3,2021-06-21,200,FALSE,Fissionable Materials Accounting Refresher (4.3),0.0,1.0,1
92111,OSH-1004-ONLINE,,2021-06-07,200,FALSE,Lock Out Tag Out Exam,0.0,1.0,2
92664,SECU-2008-ONLINE (REV 1.6),1.6,2022-02-21,200,FALSE,Security Awareness Refresher (1.6),0.0,1.0,3
52958,FIRE-1001-ONLINE (REV 4.5),4.5,2022-01-04,200,FALSE,Fire Prevention (4.5),0.0,1.0,4
10241,WL-311,,2021-01-19,200,FALSE,Pcard & Other Options Available to Procure Goods,0.0,1.0,5
92339,RP-G4-ONLINE,,2021-08-16,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,6
91959,TD-1016-ONLINE,,2021-01-12,200,FALSE,Preventing Violence in the Workplace,0.0,1.0,7
60651,OSH-9076-ONLINE (REV 1),1.0,2021-02-15,200,FALSE,Cost Course - Electric Shock (1.0),0.0,1.0,8
92252,HR-1002-ONLINE (REV 1),1.0,2021-10-19,200,FALSE,Performance Management / The Check-In Program (1.0),0.0,1.0,9
CONT-3053,RP-G4-ONLINE (REV 2.7),2.7,2021-11-22,200,FALSE,Group 4 Radiation Protection (2.7),0.0,0.0,10
92108,RP-G3,1.0,2021-06-15,200,FALSE,Group 3 - Radiation Protection Training,1.0,0.0,11
92244,AECL-1001-ONLINE,,2021-07-29,200,FALSE,AECL Hazard Prevention Program,0.0,1.0,12
61926,LGL-1003-ONLINE (REV 2.5),2.5,2021-03-29,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,13
91125,TD-1018-ONLINE (REV 1.9),1.9,2022-02-07,200,FALSE,CNL General Safety Orientation (1.9),0.0,1.0,14
55948,OSH-1004-ONLINE (REV 1.3),1.3,2022-02-09,200,FALSE,Lock Out Tag Out Exam (1.3),0.0,1.0,15
92370,OSH-1034-ONLINE (REV 1.5),1.5,2021-09-07,200,FALSE,Hazard Prevention Program (1.5),0.0,1.0,16
57914,OSH-9076-ONLINE (REV 1),1.0,2021-02-17,200,FALSE,Cost Course - Electric Shock (1.0),0.0,1.0,17
90737,SECU-2008-ONLINE (REV 1.0),1.0,2021-04-16,200,FALSE,Security Awareness Refresher (1.0),0.0,1.0,18
92125,NMMS-1011-ONLINE (REV 3.6),3.6,2022-02-25,200,FALSE,Nuclear Criticality Safety Program Awareness (3.6),0.0,1.0,19
92251,OSH-1004-ONLINE,,2021-08-25,200,FALSE,Lock Out Tag Out Exam,0.0,1.0,20
60442,HR-1005,1.0,2021-11-22,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,1.0,0.0,21
92273,ENG-1069-ONLINE (REV 0.1),0.1,2021-10-07,200,FALSE,Fume Hood Safety (0.1),0.0,1.0,22
52438,LGL-1003-ONLINE (REV 2.5),2.5,2021-04-12,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,23
90855,OSH-9079-ONLINE (REV 1),1.0,2021-07-07,200,FALSE,Cost Course - Storage and Handling of Flammables (1.0),0.0,1.0,24
58450,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-13,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,25
20953,OSH-9076-ONLINE (REV 1),1.0,2021-02-10,200,FALSE,Cost Course - Electric Shock (1.0),0.0,1.0,26
59441,RP-G4-ONLINE (REV 2.6),2.6,2021-08-31,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,27
20987,LGL-1003-ONLINE,,2021-11-10,400,FALSE,Values and Ethics at CNL,0.0,1.0,28
58179,WL-FIRE-006,,2021-08-08,200,FALSE,ESO FIRE - ATTACK INTERIOR FIRE,0.0,1.0,29
61035,OSH-9076-ONLINE (REV 1),1.0,2021-02-09,200,FALSE,Cost Course - Electric Shock (1.0),0.0,1.0,30
59695,HR-9002,1.0,2021-04-09,200,FALSE,Performance Management Training Module 2,1.0,0.0,31
56235,OSH-1002-ONLINE (REV 1.5),1.5,2022-04-04,200,FALSE,Lift Truck Operation Theory (1.5),0.0,1.0,32
60009,OSH-1001-ONLINE (REV 1.2),1.2,2021-12-03,200,FALSE,Crane - Safe Indoor Hoist - Theory (1.2),0.0,1.0,33
CONT-2748,RP-G3,1.0,2021-02-03,200,FALSE,Group 3 - Radiation Protection Training,1.0,0.0,34
CONT-2955 ,RP-G3,1.0,2021-10-05,200,FALSE,Group 3 - Radiation Protection Training,1.0,0.0,35
57665,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-13,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,36
92273,NMMS-1010-ONLINE (REV 5.1),5.1,2021-11-11,200,FALSE,Nuclear Criticality Safety for Emerg Responders R1 (5.1),0.0,1.0,37
56885,FIRE-3001,1.0,2021-08-17,400,FALSE,Fire Extinguisher - Practical,1.0,0.0,38
60822,FIRE-1001-ONLINE (REV 4.5),4.5,2021-06-21,200,FALSE,Fire Prevention (4.5),0.0,1.0,39
54078,LGL-1003-ONLINE (REV 3.3),3.3,2022-03-21,200,FALSE,Values and Ethics at CNL (3.3),0.0,1.0,40
57315,WCS-1018,,2022-02-24,200,FALSE,Nuclear Theory (Prereq to Module 11),0.0,1.0,41
91778,OPEX-1005-ONLINE (REV 1.3),1.3,2021-01-25,200,FALSE,Introducing the ImpAct Process at CNL (1.3),0.0,0.0,42
20903,LGL-1003-ONLINE,,2022-04-04,200,FALSE,Values and Ethics at CNL,0.0,1.0,43
20503,LGL-1003-ONLINE,,2022-02-21,200,FALSE,Values and Ethics at CNL,0.0,1.0,44
59620,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-24,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,45
92043,RP-G4-ONLINE,,2021-02-22,200,FALSE,Group 4 Radiation Protection Training,0.0,0.0,46
91764,RP-4006-CRL,,2021-09-20,200,FALSE,CRL Group 1 Radiation Surveyor Qualification TQC,0.0,1.0,47
56763,LGL-1003-ONLINE (REV 3.3),3.3,2022-02-24,200,FALSE,Values and Ethics at CNL (3.3),0.0,1.0,48
61903,LGL-1003-ONLINE,,2021-06-15,200,FALSE,Values and Ethics at CNL,0.0,1.0,49
91336,OSH-5001,,2021-10-06,200,FALSE,Hazardous Energy Control MCP (Rev 1) – Briefing Package on Updates,0.0,1.0,50
92544,LGL-1003-ONLINE,,2022-01-14,200,FALSE,Values and Ethics at CNL,0.0,0.0,51
53383,OSH-9045-ONLINE (REV 1),1.0,2021-08-20,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,52
60799,LGL-1003-ONLINE (REV 2.5),2.5,2021-05-25,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,53
91648,LGL-1003-ONLINE,,2021-06-03,400,FALSE,Values and Ethics at CNL,0.0,1.0,54
91825,LGL-1003-ONLINE,,2021-07-23,200,FALSE,Values and Ethics at CNL,0.0,1.0,55
50891,FIN-1003-ONLINE (REV 1),1.0,2021-02-11,200,FALSE,ExpenseCNL (Concur) System User Training (1.0),0.0,1.0,56
59862,ENG-1069-ONLINE (REV 0.1),0.1,2021-10-25,200,FALSE,Fume Hood Safety (0.1),0.0,1.0,57
91436,LGL-1003-ONLINE (REV 2.5),2.5,2021-07-26,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,58
90550,MS-1002,1.0,2021-04-07,200,FALSE,Waiver for Integrated Work Control - Enhanced,1.0,0.0,59
91156,WL-FIRE-007,,2021-10-29,200,FALSE,ESO FIRE - SEARCH AND RESCUE,0.0,0.0,60
27440,ENG-1069-ONLINE (REV 0.1),0.1,2021-10-06,200,FALSE,Fume Hood Safety (0.1),0.0,1.0,61
90998,SECU-2029,1.0,2021-09-22,200,FALSE,Security Awareness Refresher,1.0,0.0,62
91575,RP-MISC-45-WL,,2021-10-27,200,FALSE,Radiological Clearance Survey Program Overview WL,0.0,1.0,63
50228,NMMS-1010-ONLINE (REV 5.1),5.1,2021-09-10,200,FALSE,Nuclear Criticality Safety for Emerg Responders R1 (5.1),0.0,1.0,64
92488,OSH-1005-ONLINE (REV 1.6),1.6,2021-11-23,200,FALSE,Working At Heights Theory (1.6),0.0,1.0,65
59484,OSH-9070-ONLINE (REV 1),1.0,2022-01-11,200,FALSE,Cost Course - Arc Flash Safety for Canada (1.0),0.0,1.0,66
91266,OSH-9045-ONLINE (REV 1),1.0,2021-07-16,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,67
60259,RP-5008-CRL (REV 1),1.0,2021-01-25,200,FALSE,R3 Radiation Source Responsible User Update (1.0),0.0,1.0,68
50358,LGL-1003-ONLINE,,2022-03-01,200,FALSE,Values and Ethics at CNL,0.0,1.0,69
57612,LGL-1003-ONLINE (REV 2.5),2.5,2021-04-13,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,70
58733,OSH-9058-ONLINE (REV 1),1.0,2022-02-17,200,FALSE,Cost Course - Compressed Gas Cylinder Safety (1.0),0.0,1.0,71
90361,RP-G3-REFRESHER-ONLINE (REV 1.4),1.4,2021-11-10,200,FALSE,Group 3 Radiation Protection Refresher (1.4),0.0,1.0,72
92036,SECU-1008-ONLINE (REV 3.4),3.4,2021-02-18,200,FALSE,Security Awareness (3.4),0.0,0.0,73
92286,LGL-1003-ONLINE (REV 2.5),2.5,2021-07-05,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,74
90402,WL-305,1.0,2021-02-09,200,FALSE,Stop Work,1.0,0.0,75
53014,EMP-1037-ONLINE (REV 0),0.0,2022-01-12,200,FALSE,Emergency Procedure Refresher (0.0),0.0,1.0,76
56438,FPPD-1004,,2021-02-04,200,FALSE,Fuel Types and the AECL Inventory,0.0,1.0,77
10490,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-17,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,78
10347,SECU-2008-ONLINE (REV 1.6),1.6,2021-12-21,200,FALSE,Security Awareness Refresher (1.6),0.0,1.0,79
21027,LGL-1003-ONLINE,,2021-04-27,200,FALSE,Values and Ethics at CNL,0.0,1.0,80
CONT-2968,PROC-1021-ONLINE (REV 1),1.0,2021-10-18,200,FALSE,Canadian Nuclear Laboratories  Supplier Code of Conduct (1.0),0.0,0.0,81
56939,RP-G4-ONLINE (REV 2.6),2.6,2021-12-02,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,82
61173,HR-1005,1.0,2022-02-22,400,FALSE,Mandatory Harassment and Violence Prevention Training,1.0,0.0,83
56597,LGL-1003-ONLINE,,2022-02-24,200,FALSE,Values and Ethics at CNL,0.0,1.0,84
91890,OSH-9102-ONLINE (REV. 1.0),1.0,2021-07-14,200,FALSE,Cost Course - Crystalline Silica Awareness (1.0),0.0,1.0,85
91260,LGL-1003-ONLINE (REV 2.5),2.5,2021-06-03,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,86
90749,OSH-9104-EXAM (REV.1),1.0,2022-02-15,400,FALSE,Trenching Safety Exam (1.0),0.0,1.0,87
90208,LGL-1003-ONLINE,,2021-07-19,200,FALSE,Values and Ethics at CNL,0.0,1.0,88
92346,PHAI-1064-ONLINE (REV 1),1.0,2021-09-08,200,FALSE,"Historic Waste Program Management Office, Safety & COVID-9 Site Familiarization (1.0)",0.0,1.0,89
60314,SECU-2008-ONLINE (REV 1.3),1.3,2021-05-25,200,FALSE,Security Awareness Refresher (1.3),0.0,1.0,90
58760,RP-G4-ONLINE,,2021-03-24,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,91
91658,LGL-1003-ONLINE,,2021-07-09,200,FALSE,Values and Ethics at CNL,0.0,1.0,92
95044,ENG-1066-ONLINE (REV 1.1),1.1,2022-03-28,200,FALSE,"ARC FLASH Study was Approved for Use, identifying new EXTREME DANGER Hazards. (1.1)",0.0,1.0,93
92106,PHAI-1056-ONLINE (REV 1.3),1.3,2021-04-06,200,FALSE,PHAI (Port Hope Area Initiative) Awareness (1.3),0.0,0.0,94
57349,OSH-1005-ONLINE (REV 1.4),1.4,2021-05-17,200,FALSE,Working At Heights Theory (1.4),0.0,1.0,95
59538,OSH-9045-ONLINE (REV 1),1.0,2021-07-22,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,96
92020,CNL-1009-ONLINE (REV 1.2),1.2,2021-02-16,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and the Face Covering Policy (1.2),0.0,1.0,97
92108,PHAI-1064-ONLINE (REV 1),1.0,2021-05-05,200,FALSE,"Historic Waste Program Management Office, Safety & COVID-9 Site Familiarization (1.0)",0.0,0.0,98
57310,FIRE-1001-ONLINE (REV 4.4),4.4,2021-02-09,200,FALSE,Fire Prevention (4.4),0.0,0.0,99
57777,SECU-1001-ONLINE,,2021-04-26,200,FALSE,Continuous Behaviour Observation Program (CBOP),0.0,1.0,100
59225,RP-5008-CRL (REV 1),1.0,2021-05-10,200,FALSE,R3 Radiation Source Responsible User Update (1.0),0.0,1.0,101
92546,QUAL-1013-ONLINE (REV 3),3.0,2022-01-25,200,FALSE,FME Awareness CRL (3.0),0.0,1.0,102
55532,EMP-1021-CRL-EXAM (REV 1.4),1.4,2022-03-23,400,FALSE,Officer in Charge and Emergency Steward (1.4),0.0,1.0,103
54471,OSH-9070-ONLINE (REV 1),1.0,2021-02-11,400,FALSE,Cost Course - Arc Flash Safety for Canada (1.0),0.0,1.0,104
92584,OSH-1019-ONLINE,1.0,2022-01-12,200,FALSE,Orientation on Health and Safety for New and Young Workers,1.0,0.0,105
91948,IM-1002-ONLINE (REV 1),1.0,2021-01-08,400,FALSE,Library Requests and Processes Procedure (1.0),0.0,1.0,106
92063,FIRE-1001-ONLINE (REV 4.4),4.4,2021-03-08,200,FALSE,Fire Prevention (4.4),0.0,1.0,107
92545,OSH-9050-ONLINE (REV 1),1.0,2022-01-12,200,FALSE,Cost Course - Lead Awareness (1.0),0.0,1.0,108
54780,ENG-1069-ONLINE,,2021-10-26,200,FALSE,Fume Hood Safety,0.0,1.0,109
92361,900-510000-MCP-015 (REV 1),1.0,2021-10-13,200,FALSE,Harassment and Violance Free Workplace (1.0),0.0,1.0,110
92339,TD-1016-ONLINE (REV 1.4),1.4,2021-08-11,200,FALSE,Preventing Violence in the Workplace (1.4),0.0,1.0,111
56264,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-17,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,112
91688,LGL-1003-ONLINE,,2022-04-06,200,FALSE,Values and Ethics at CNL,0.0,1.0,113
59960,EMP-1037-ONLINE (REV 0),0.0,2022-01-12,200,FALSE,Emergency Procedure Refresher (0.0),0.0,1.0,114
91295,NRU-151701-O-05,,2021-03-15,200,FALSE,Strainer Changeover and Cleaning - OJT,0.0,0.0,115
92036,OPEX-1005-ONLINE,1.4,2021-03-08,200,FALSE,Introducing the ImpAct Process at CNL,1.0,0.0,116
61234,FIN-1004-ONLINE (REV 1),1.0,2022-03-28,200,FALSE,Financial Delegation Of Authority (1.0),0.0,1.0,117
92272,OSH-9045-CLASSROOM,,2021-07-15,200,FALSE,Hand Safety - Group Delivery,0.0,1.0,118
91897,LGL-1003-ONLINE (REV 2.2),2.2,2021-01-11,200,FALSE,Values and Ethics at CNL (2.2),0.0,0.0,119
50094,FIN-1003-ONLINE (REV 1),1.0,2021-03-09,200,FALSE,ExpenseCNL (Concur) System User Training (1.0),0.0,1.0,120
CONT-2912,WL-165,1.0,2021-04-29,200,FALSE,Waste Management Awareness for Project Delivery,1.0,0.0,121
90328,HR-1003-ONLINE (REV 0),0.0,2021-05-23,200,FALSE,Fitness for Duty (0),0.0,1.0,122
54529,OSH-3001-L,,2022-03-23,200,FALSE,Crane - Safe Indoor Hoist - Practical - Hoist Only,0.0,1.0,123
50874,FIN-1003-ONLINE (REV 1),1.0,2021-01-26,200,FALSE,ExpenseCNL (Concur) System User Training (1.0),0.0,0.0,124
92620,CNL-1009-ONLINE (REV 1. 3),1.3,2022-01-24,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and the Face Covering Policy (1.3),0.0,1.0,125
60494,OSH-9045-ONLINE (REV 1),1.0,2021-05-25,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,126
92510,RP-G4-ONLINE,,2021-11-29,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,127
91637,OSH-9056-ONLINE (REV 1),1.0,2021-02-08,400,FALSE,Cost Course - Trenching and Excavation Safety (1.0),0.0,1.0,128
91293,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-17,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,129
